Name of Drawing,Type of Line,Type of Pole,Type of Structure,Drawing No,No of Sets required,S.No,ERE Code,Description,Section,Length (mm),Qty/set (Nos),"Wt/Mtr
(Kg)",Total Wt in KG,Required Qty,Required Wt
11kV Line formation on DP on 9M/400KG PSC Pole (In Line Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-003 Rev No 00,1,6,1910,Stay Set Clamp-A,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (In Line Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-003 Rev No 00,1,7,1911,Stay Set Clamp-B,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (In Line Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-003 Rev No 00,1,8,1912,Fish Plate,50x6,337,6,2.36,4.772,6,4.772
11kV Line formation on DP on 9M/400KG PSC Pole (In Line Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-003 Rev No 00,1,9,1913,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,1,1905,Top Channel,100x50x6,2200,2,7.9,34.760,2,34.760
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,2,1906,Belting Angle,50x50x6,1737,2,4.5,15.633,2,15.633
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,3,1907,Bracing Angle,50x50x6,2345,2,4.5,21.105,2,21.105
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,4,1908,Belting Angle Clamp-A,50x8,765,2,3.14,4.804,2,4.804
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,5,1909,Belting Angle Clamp-B,50x8,841,2,3.14,5.281,2,5.281
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,6,1910,Stay Set Clamp-A,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,7,1911,Stay Set Clamp-B,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,8,1912,Fish Plate,50x6,337,6,2.36,4.772,6,4.772
11kV Line formation on DP on 9M/400KG PSC Pole (Dead End Location),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-004 Rev No 00,1,9,1913,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,1,1905,Top Channel,100x50x6,2200,2,7.9,34.760,2,34.760
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,2,1906,Belting Angle,50x50x6,1737,2,4.5,15.633,2,15.633
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,3,1907,Bracing Angle,50x50x6,2345,2,4.5,21.105,2,21.105
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,4,1908,Belting Angle Clamp-A,50x8,765,2,3.14,4.804,2,4.804
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,5,1909,Belting Angle Clamp-B,50x8,841,2,3.14,5.281,2,5.281
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,6,1910,Stay Set Clamp-A,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,7,1911,Stay Set Clamp-B,50x10,457,4,3.93,7.184,4,7.184
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,8,1912,Fish Plate,50x6,337,6,2.36,4.772,6,4.772
11kV Line formation on DP on 9M/400KG PSC Pole (Anguler Location 10º-60º),11kV,9M/400kG,DP,9M133-SBPDCL-11kV-005 Rev No 00,1,9,1913,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV Line Tapping from Existing 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-006 Rev No 00,1,1,1914,Tapping Cross Arm,75x40,1300,1,5.7,7.410,1,7.410
11kV Line Tapping from Existing 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-006 Rev No 00,1,2,1915,Back Clamp for Tapping Cross Arm,50x8,687,1,3.14,2.157,1,2.157
11kV Line Tapping from Existing 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-006 Rev No 00,1,3,1916,Stay Set Clamps,50x10,470,2,3.93,3.694,2,3.694
11kV Line Guarding Arrangment on 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-007 Rev No 00,1,1,1917,Guarding Cross Arm,75x40,2210,2,5.7,25.194,2,25.194
11kV Line Guarding Arrangment on 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-007 Rev No 00,1,2,1918,Clamp for Guarding Cross Arm,50x8,561,2,3.14,3.523,2,3.523
11kV Line Guarding Arrangment on 9M/400KG PSC Pole on SP ,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-007 Rev No 00,1,3,1919,Eye Hook for Guarding,M16 Rod,305,8,1.57,3.831,8,3.831
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,1,1913,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,2,1920,Top Channel,100x50x6,2200,8,7.9,139.04,8,139.040
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,3,1921,Belting Angle -A,50x50x6,1737,4,4.5,31.266,4,31.266
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,4,1922,Belting Angle -B,50x50x6,1961,4,4.5,35.298,4,35.298
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,5,1923,Bracing Angle- A,50x50x6,2344,4,4.5,42.192,4,42.192
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,6,1924,Bracing Angle- B,50x50x6,2267,4,4.5,40.806,4,40.806
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,7,1925,Stay Set Clamp-A,50x8,451,4,3.14,5.665,4,5.665
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,8,1926,Stay Set Clamp-B,50x8,451,4,3.14,5.665,4,5.665
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,9,1927,Top Black Clamp for Belting Angle-A,50x8,765,4,3.14,9.608,4,9.608
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,10,1928,Bottom Black Clamp for Belting Angle-A,50x8,841,4,3.14,10.563,4,10.563
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,11,1929,Top Black Clamp for Belting Angle-B,50x8,620,4,3.14,7.787,4,7.787
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,12,1930,Bottom Black Clamp for Belting Angle-B,50x8,621,4,3.14,7.800,4,7.800
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,13,1931,Fish Plate-A,50x6,337,12,2.36,9.544,12,9.544
11kV Line formation on FP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,FP,9M133-SBPDCL-11kV-008 Rev No 00,1,14,1932,Fish Plate-B,50x6,210,12,2.36,5.947,12,5.947
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,1,1913,Back clamp for Danger Board,25x3,820,1,0.589,0.483,1,0.483
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,2,1920,Top Channel,100x50x6,2200,4,7.9,69.52,4,69.520
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,3,1921,Belting Angle -A,50x50x6,1737,2,4.5,15.633,2,15.633
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,4,1922,Belting Angle -B,50x50x6,1961,2,4.5,17.649,2,17.649
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,5,1923,Bracing Angle- A,50x50x6,2344,2,4.5,21.096,2,21.096
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,6,1924,Bracing Angle- B,50x50x6,2267,2,4.5,20.403,2,20.403
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,7,1925,Stay Set Clamp-A,50x8,451,4,3.14,5.665,4,5.665
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,8,1926,Stay Set Clamp-B,50x8,451,4,3.14,5.665,4,5.665
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,9,1927,Top Black Clamp for Belting Angle-A,50x8,765,2,3.14,4.804,2,4.804
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,10,1928,Bottom Black Clamp for Belting Angle-A,50x8,841,2,3.14,5.281,2,5.281
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,11,1929,Top Black Clamp for Belting Angle-B,50x8,620,2,3.14,3.894,2,3.894
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,12,1930,Bottom Black Clamp for Belting Angle-B,50x8,621,2,3.14,3.900,2,3.900
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,13,1931,Fish Plate-A,50x6,337,6,2.36,4.772,6,4.772
11kV Line formation on TP on 9M/400KG PSC Pole (Anguler Location 60º-90º),11kV,9M/400kG,TP,9M133-SBPDCL-11kV-009 Rev No 00,1,14,1932,Fish Plate-B,50x6,210,6,2.36,2.974,6,2.974
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,1,1901,Pole Top Bracket,50x8,497,1,3.14,1.561,1,1.561
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,2,1933,Horizontal cross arm,75x40x6,1170,2,5.7,13.338,2,13.338
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,3,1934,Stay Set clamp-A,50x10,469,2,3.93,3.686,2,3.686
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,4,1935,Stay Set clamp-B,50x10,468,2,3.93,3.678,2,3.678
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,5,1936,Clamp for Disc Insulator,50x8,591,2,3.14,3.711,2,3.711
11kV Line formation on SP on 9M/400KG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,9M/400kG,SP,9M133-SBPDCL-11kV-010 Rev No 00,1,6,1937,Fish Plate,50x8,200,4,3.14,2.512,4,2.512
11kV Line formation on SP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-001 Rev No 00,1,1,1801,Pole Top Bracket,50x8,497,1,3.14,1.561,1,1.561
11kV Line formation on SP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-001 Rev No 00,1,2,1802,V-X Arm,75x40x6,1407,1,5.7,8.02,1,8.020
11kV Line formation on SP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-001 Rev No 00,1,,1802-i,Weld Piece for V-X Arm,50x6,50,4,2.36,0.472,4,0.472
11kV Line formation on SP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-001 Rev No 00,1,3,1803,Back clamp for V-X Arm,50x8,441,1,3.14,1.385,1,1.385
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 0º-10º),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-002 Rev No 00,1,1,1801,Pole Top Bracket,50x8,497,1,3.14,1.561,1,1.561
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 0º-10º),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-002 Rev No 00,1,2,1802,V-X Arm,75x40x6,1407,1,5.7,8.02,1,8.020
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 0º-10º),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-002 Rev No 00,1,,1802-i,Weld Piece for V-X Arm,50x6,50,4,2.36,0.472,4,0.472
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 0º-10º),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-002 Rev No 00,1,3,1803,Back clamp for V-X Arm,50x8,441,1,3.14,1.385,1,1.385
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 0º-10º),11kV,8M/200kG,SP,8M133-SBPDCL-11kV-002 Rev No 00,1,4,1804,Stay Set Clamps,50x10,377,2,3.93,2.963,2,2.963
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,1,1805,Top Channel,100x50x6,2200,2,7.9,34.760,2,34.760
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,2,1806,Belting Angle,50x50x6,1730,2,4.5,15.570,2,15.570
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,3,1807,Bracing Angle,50x50x6,2348,2,4.5,21.132,2,21.132
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,4,1808,Belting Angle Clamp-A,50x8,553,2,3.14,3.473,2,3.473
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,5,1809,Belting Angle Clamp-B,50x8,627,2,3.14,3.938,2,3.938
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,6,1810,Stay Set Clamp-A,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,7,1811,Stay Set Clamp-B,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,8,1812,Fish Plate,50x6,260,6,2.36,3.682,6,3.682
11kV Line formation on DP on 8M/200kG PSC Pole (In Line Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-003 Rev No 00,1,9,1813,Back clamp for Danger Board,25x3,626,1,0.589,0.369,1,0.369
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,1,1805,Top Channel,100x50x6,2200,2,7.9,34.760,2,34.760
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,2,1806,Belting Angle,50x50x6,1730,2,4.5,15.570,2,15.570
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,3,1807,Bracing Angle,50x50x6,2348,2,4.5,21.132,2,21.132
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,4,1808,Belting Angle Clamp-A,50x8,553,2,3.14,3.473,2,3.473
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,5,1809,Belting Angle Clamp-B,50x8,627,2,3.14,3.938,2,3.938
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,6,1810,Stay Set Clamp-A,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,7,1811,Stay Set Clamp-B,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,8,1812,Fish Plate,50x6,260,6,2.36,3.682,6,3.682
11kV Line formation on DP on 8M/200kG PSC Pole (Dead End Location),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-004 Rev No 00,1,9,1813,Back clamp for Danger Board,25x3,626,1,0.589,0.369,1,0.369
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,1,1805,Top Channel,100x50x6,2200,2,7.9,34.760,2,34.760
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,2,1806,Belting Angle,50x50x6,1730,2,4.5,15.570,2,15.570
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,3,1807,Bracing Angle,50x50x6,2348,2,4.5,21.132,2,21.132
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,4,1808,Belting Angle Clamp-A,50x8,553,2,3.14,3.473,2,3.473
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,5,1809,Belting Angle Clamp-B,50x8,627,2,3.14,3.938,2,3.938
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,6,1810,Stay Set Clamp-A,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,7,1811,Stay Set Clamp-B,50x10,363,4,3.93,5.706,4,5.706
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,8,1812,Fish Plate,50x6,260,6,2.36,3.682,6,3.682
11kV Line formation on DP on 8M/200kG PSC Pole (Anguler Location 10º-60º),11kV,8M/200kG,DP,8M133-SBPDCL-11kV-005 Rev No 00,1,9,1813,Back clamp for Danger Board,25x3,626,1,0.589,0.369,1,0.369
11kV Line Tapping from Existing 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-006 Rev No 00,1,1,1814,Tapping Cross Arm,75x40,1300,1,5.7,7.410,1,7.410
11kV Line Tapping from Existing 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-006 Rev No 00,1,2,1815,Back Clamp for Tapping Cross Arm,50x8,515,1,3.14,1.617,1,1.617
11kV Line Tapping from Existing 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-006 Rev No 00,1,3,1816,Stay Set Clamps,50x10,380,2,3.93,2.987,2,2.987
11kV Line Guarding Arrangment on 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-007 Rev No 00,1,1,1817,Guarding Cross Arm,75x40,2210,2,5.7,25.194,2,25.194
11kV Line Guarding Arrangment on 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-007 Rev No 00,1,2,1818,Clamp for Guarding Cross Arm,50x8,446,2,3.14,2.801,2,2.801
11kV Line Guarding Arrangment on 8M/200kG PSC Pole on SP ,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-007 Rev No 00,1,3,1819,Eye Hook for Guarding,M16 Rod,305,8,1.57,3.831,8,3.831
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,1,1801,Pole Top Bracket,50x8,487,1,3.14,1.529,1,1.529
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,2,1820,Horizontal cross arm,75x40x6,1170,2,5.7,13.338,2,13.338
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,3,1821,Stay Set clamp-A,50x10,380,2,3.93,2.987,2,2.987
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,4,1822,Stay Set clamp-B,50x10,377,2,3.93,2.963,2,2.963
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,5,1823,Clamp for Disc Insulator,50x8,499,2,3.14,3.134,2,3.134
11kV Line formation on SP on 8M/200kG PSC Pole (Anguler Location 10º-60º) on Horizontal cross arm,11kV,8M/200kG,SP,8M133-SBPDCL-11kV-008 Rev No 00,1,6,1824,Fish Plate,50x8,214,4,3.14,2.688,4,2.688
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,1,1813,Back clamp for Danger Board,25x3,626,1,0.589,0.369,1,0.369
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,2,1825,Top Channel,100x50x6,2200,8,7.9,139.04,8,139.040
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,3,1826,Belting Angle -A,50x50x6,1730,4,4.5,31.140,4,31.140
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,4,1827,Belting Angle -B,50x50x6,1860,4,4.5,33.480,4,33.480
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,5,1828,Bracing Angle- A,50x50x6,2348,4,4.5,42.264,4,42.264
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,6,1829,Bracing Angle- B,50x50x6,2313,4,4.5,41.634,4,41.634
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,7,1830,Stay Set Clamp-A,50x8,361,4,3.14,4.534,4,4.534
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,8,1831,Stay Set Clamp-B,50x8,361,4,3.14,4.534,4,4.534
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,9,1832,Top Black Clamp for Belting Angle-A,50x8,553,4,3.14,6.946,4,6.946
11kV Line formation on FP on 8M/200kG PSC Pole (Anguler Location 60º-90º),11kV,8M/200kG,FP,8M133-SBPDCL-11kV-009 Rev No 00,1,10,1833,Bottom Black Clamp for Belting Angle-A,50x8,627,4,3.14,7.875,4,7.875
